avg_bits_per_edge,avg_edge_f1,avg_edges,avg_exact_reconstruction,avg_executable,avg_lossless_expand_match,avg_macro_token_share,avg_nodes,avg_original_tokens,avg_raw_edge_f1,avg_strict_exact_reconstruction,avg_structure_edge_f1,avg_tokens,avg_vocab_proxy,dataset,failed_graphs,graphs,mode,split,test_graphs,train_graphs,val_graphs
8.568803442091747,1.0,18.939393939393938,1.0,1.0,1.0,0.0,18.303030303030305,35.21212121212121,0.21161458688242546,0.0,1.0,16.454545454545453,13.303030303030303,QM9,0,33,compact,val,,,
7.293802749217893,1.0,18.939393939393938,1.0,1.0,1.0,0.0,18.303030303030305,35.21212121212121,0.21161458688242546,0.0,1.0,16.454545454545453,13.303030303030303,QM9,0,33,entropy,val,,,
3.33327694717293,1.0,18.939393939393938,1.0,1.0,1.0,0.2103305785123967,18.303030303030305,35.21212121212121,0.21161458688242546,0.0,1.0,6.9393939393939394,6.787878787878788,QM9,0,33,motif_macro,val,,,
3.8437423110880924,1.0,18.939393939393938,1.0,1.0,1.0,0.2103305785123967,18.303030303030305,35.21212121212121,0.21161458688242546,0.0,1.0,6.9393939393939394,6.787878787878788,QM9,0,33,motif_entropy,val,,,
3.8125867612591073,1.0,18.939393939393938,1.0,1.0,1.0,0.17272727272727273,18.303030303030305,35.21212121212121,0.21161458688242546,0.0,1.0,7.848484848484849,7.575757575757576,QM9,0,33,motif_hybrid,val,,,
19.92103984674882,1.0,18.70149253731343,1.0,1.0,1.0,0.0,18.074626865671643,33.776119402985074,0.21980279899104474,0.0,1.0,33.776119402985074,15.17910447761194,QM9,0,67,original,test,,,
8.576373121267878,1.0,18.70149253731343,1.0,1.0,1.0,0.0,18.074626865671643,33.776119402985074,0.21980279899104474,0.0,1.0,15.91044776119403,13.119402985074627,QM9,0,67,compact,test,,,
7.290885312465663,1.0,18.70149253731343,1.0,1.0,1.0,0.0,18.074626865671643,33.776119402985074,0.21980279899104474,0.0,1.0,15.91044776119403,13.119402985074627,QM9,0,67,entropy,test,,,
3.678790163413471,1.0,18.70149253731343,1.0,1.0,1.0,0.19384139906527967,18.074626865671643,33.776119402985074,0.21980279899104474,0.0,1.0,7.373134328358209,7.164179104477612,QM9,0,67,motif_macro,test,,,
4.557161994941925,1.0,18.70149253731343,1.0,1.0,1.0,0.19384139906527967,18.074626865671643,33.776119402985074,0.21980279899104474,0.0,1.0,7.373134328358209,7.164179104477612,QM9,0,67,motif_entropy,test,,,
4.346120359574401,1.0,18.70149253731343,1.0,1.0,1.0,0.15036182722749886,18.074626865671643,33.776119402985074,0.21980279899104474,0.0,1.0,8.611940298507463,8.223880597014926,QM9,0,67,motif_hybrid,test,,,
,,,,,,,,,,,,,,ZINC,,330,dataset,dataset,80,200,50
12.418258067069607,1.0,24.66,1.0,1.0,1.0,0.0,22.965,27.29,0.5754042439061199,0.0,1.0,27.29,21.58,ZINC,0,200,original,train,,,
3.4785215395534568,1.0,24.66,1.0,1.0,1.0,0.0,22.965,27.29,0.5754042439061199,0.0,1.0,9.0,8.87,ZINC,0,200,compact,train,,,
3.125357267117912,1.0,24.66,1.0,1.0,1.0,0.0,22.965,27.29,0.5754042439061199,0.0,1.0,9.0,8.87,ZINC,0,200,entropy,train,,,
1.9484843263285145,1.0,24.66,1.0,1.0,1.0,0.19144444444444444,22.965,27.29,0.5754042439061199,0.0,1.0,5.12,5.11,ZINC,0,200,motif_macro,train,,,
4.029282584233174,1.0,24.66,1.0,1.0,1.0,0.19144444444444444,22.965,27.29,0.5754042439061199,0.0,1.0,5.12,5.11,ZINC,0,200,motif_entropy,train,,,
2.951010271142034,1.0,24.66,1.0,1.0,1.0,0.0198255772005772,22.965,27.29,0.5754042439061199,0.0,1.0,8.64,8.53,ZINC,0,200,motif_hybrid,train,,,
12.487485774038761,1.0,24.5,1.0,1.0,1.0,0.0,22.86,28.92,0.5501157787571549,0.0,1.0,28.92,18.36,ZINC,0,50,original,val,,,
4.114522762013576,1.0,24.5,1.0,1.0,1.0,0.0,22.86,28.92,0.5501157787571549,0.0,1.0,10.64,10.1,ZINC,0,50,compact,val,,,
